gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,25,1,2,0,2,2,2,2,0,2,0,0,0,81.75,1660,0
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1294,0
0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,1546,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,3734,0
1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.35,0,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,2,0,1,19.8,4022,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,1070,0
0,0,1,1,37,1,0,0,2,2,0,0,2,2,1,0,0,75.1,2309,0
1,1,0,0,4,1,0,1,0,0,2,0,2,2,0,1,2,94.75,3601,0
0,0,1,1,28,1,0,1,2,0,0,0,0,2,1,1,0,82.85,1959,0
0,0,1,0,37,0,1,0,2,0,0,2,2,0,2,0,2,45.4,1048,0
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,1,20.45,1085,0
1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,1,3,48.75,4053,0
0,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,1,20.05,3989,0
1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,98.35,2176,1
0,1,0,0,9,1,0,1,0,0,0,0,2,0,0,1,2,80.85,5781,1
0,0,1,1,21,1,0,1,0,2,2,2,2,2,0,1,2,102.8,1741,1
1,1,0,0,19,1,2,1,0,0,2,0,0,0,0,1,2,79.85,871,1
1,0,0,0,18,0,1,0,2,0,2,0,0,0,0,0,3,33.6,4569,0
1,0,0,0,32,1,2,1,2,2,0,2,2,2,0,1,1,108.15,2973,1
1,1,0,0,23,0,1,0,0,0,0,0,0,2,0,1,0,34.65,5860,0
0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0,3597,0
1,0,0,0,43,1,2,2,1,1,1,1,1,1,2,0,0,26.45,212,0
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.7,6394,1
0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,3566,0
1,0,1,1,14,1,0,0,2,2,0,0,0,2,2,1,0,61.4,6082,0
1,0,0,0,4,1,0,0,0,0,0,2,2,0,0,1,2,61.3,2134,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.55,1828,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.1,1863,0
0,0,1,0,68,1,2,1,0,2,2,0,0,0,1,0,1,86.45,4757,0
1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,6079,1
0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,4239,1
0,0,1,0,66,1,2,1,2,2,0,2,0,0,1,0,2,89.0,4839,0
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,1,19.4,3910,0
0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2357,1
0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,6337,1
0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,25.55,1217,0
0,0,0,0,13,1,0,1,0,0,0,0,2,0,0,1,3,81.9,60,0
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,4231,0
1,0,0,0,24,1,0,1,0,2,2,0,0,2,0,1,2,89.55,1802,0
0,0,1,0,69,1,0,0,0,2,0,0,0,2,2,1,1,61.45,3524,0
0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1519,0
0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,44.8,1734,0
1,0,1,0,13,0,1,0,2,0,0,2,2,2,0,1,2,54.45,5549,1
1,1,0,0,5,1,0,1,0,2,0,0,0,2,0,1,2,85.55,3483,0
0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,69.95,2781,0
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,5717,0
1,0,1,1,30,1,2,1,2,2,0,0,2,0,0,1,2,94.4,2451,1
1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,0,2,100.75,575,0
0,0,1,0,61,1,0,1,2,2,0,2,0,2,1,0,0,93.7,4817,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,1,20.45,6102,0
0,0,1,1,10,1,0,0,0,0,2,2,0,0,0,0,1,55.2,4416,1
0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2283,0
1,0,1,0,43,1,2,0,2,2,0,2,0,0,0,0,0,66.25,2510,0
0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,2505,0
1,0,0,0,9,1,0,0,2,0,2,2,2,0,0,1,3,69.5,5224,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,5453,1
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,20.25,3279,0
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,5116,0
1,0,0,0,9,1,2,1,2,0,0,0,0,0,0,1,2,81.15,5928,0
1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.05,2986,0
0,0,1,0,67,1,2,1,0,2,2,0,2,2,1,1,0,105.7,5387,0
0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,2,43.8,4856,0
1,0,0,0,5,1,0,0,0,0,2,0,2,2,0,1,2,70.05,2993,1
1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,109.9,3188,0
0,0,0,0,62,1,0,0,2,0,0,2,0,2,2,1,3,65.1,3291,0
1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,5682,0
1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,5278,1
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.0,3904,1
0,0,1,0,44,1,2,1,2,2,2,2,0,0,0,1,1,95.1,3472,0
1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1039,0
0,0,1,1,30,1,2,1,0,0,2,0,2,2,0,1,2,100.05,2647,1
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1336,0
0,0,0,0,23,1,0,0,0,0,2,0,0,0,0,0,1,49.7,162,0
0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,3,86.2,1309,1
0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,45.0,496,1
0,0,0,0,30,1,0,0,2,2,2,2,2,0,1,0,1,74.65,1944,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43.85,3660,0
0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,100.15,6340,0
1,1,1,0,59,1,0,1,2,2,2,0,0,0,1,1,1,82.95,4153,0
0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,3,51.3,3580,0
0,0,1,1,37,1,2,1,0,2,2,0,0,2,0,1,2,95.15,3062,0
1,0,0,1,49,1,2,1,2,2,2,0,2,2,1,1,1,109.2,4423,0
0,0,1,0,26,1,0,0,0,2,2,2,2,2,0,0,0,81.9,1703,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,79.55,5969,1
0,0,1,0,62,1,2,1,2,2,2,2,2,2,2,0,3,113.95,5437,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2430,0
1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,2981,0
1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,20.5,5481,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.95,3979,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.3,4930,0
1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,1883,1
1,0,1,0,66,1,2,1,2,0,2,0,2,2,2,1,1,106.05,5489,1
1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,2245,1
0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,1875,1
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,757,0
1,0,0,0,10,1,0,1,2,2,2,2,2,2,0,1,2,110.1,83,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,5443,1
1,0,0,0,69,1,2,0,2,2,2,2,2,2,2,0,3,90.65,5110,0
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,3617,1
1,0,1,1,66,1,2,0,0,0,2,0,2,0,2,1,0,63.3,3579,0
0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,24.15,6072,0
1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,1795,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,166,0
1,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.8,5591,1
0,0,1,0,55,1,2,1,2,0,0,0,2,0,0,1,0,89.8,4198,0
0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3281,0
1,1,0,0,27,1,2,1,0,2,0,0,0,0,0,1,2,81.45,1749,1
0,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,1,106.7,5525,0
0,1,1,0,54,1,2,1,0,2,0,0,2,2,1,1,1,101.5,4475,1
1,0,1,0,62,0,1,0,0,0,0,2,2,0,2,1,0,39.0,1971,0
1,0,1,1,56,0,1,0,2,2,0,2,2,0,1,1,3,52.0,2491,0
0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,109.8,3106,1
0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,1,86.15,2385,1
0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,3,93.9,4102,1
0,0,1,0,16,1,0,2,1,1,1,1,1,1,0,0,3,19.6,2728,0
1,0,1,0,34,1,2,1,0,2,0,0,0,2,0,0,3,88.85,2598,0
0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,105.5,5048,1
0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4007,0
1,0,0,0,37,1,0,2,1,1,1,1,1,1,1,0,1,20.15,5935,0
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,3,45.5,2463,0
1,0,0,0,65,1,2,0,0,2,2,2,0,2,2,1,1,74.2,4061,0
1,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,3,20.45,82,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.35,6301,1
1,0,0,0,18,1,0,0,2,0,2,2,2,0,0,1,2,68.35,545,0
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,2734,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1429,0
1,0,0,0,15,1,2,1,2,0,0,0,2,2,0,1,2,99.7,1015,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,5794,0
1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1747,0
1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2073,0
0,0,1,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.4,5163,0
1,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,1,80.5,3927,1
1,0,1,1,39,1,2,1,0,0,2,0,2,2,1,0,2,100.0,3282,0
1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.75,812,0
1,0,0,0,71,1,2,1,0,2,0,0,0,0,1,1,1,79.05,4606,0
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,4912,1
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,1357,1
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,6076,0
0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2482,0
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,74.85,4091,0
1,1,1,0,35,1,2,1,2,2,0,0,0,2,0,1,2,94.55,2920,0
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,80.45,2077,0
1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,172,0
1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,93.35,825,1
1,0,0,1,27,1,0,2,1,1,1,1,1,1,1,0,1,20.05,4586,0
0,1,1,0,31,1,2,1,0,0,2,0,2,0,1,1,2,90.7,2448,0
0,0,1,1,41,1,0,0,0,2,0,2,0,2,1,1,0,66.5,2372,1
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,18.8,2414,0
0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,912,1
0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1001,0
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,71.65,640,0
1,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,50.25,4865,1
0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1388,0
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,3,19.9,3418,0
1,0,1,1,71,1,2,1,0,2,0,0,2,2,1,0,0,100.55,5583,0
0,1,0,1,30,1,2,1,0,0,0,2,2,2,0,1,2,101.3,2570,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.9,3749,1
0,0,1,0,20,1,0,2,1,1,1,1,1,1,0,0,0,19.25,3222,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,55.55,4565,0
0,0,1,1,68,1,2,0,0,2,2,2,2,2,2,0,0,85.3,4610,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,2444,0
1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,19.85,3036,1
1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2307,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,19.65,3500,0
0,0,0,0,31,1,2,1,2,2,0,0,2,2,0,0,2,104.35,2786,0
0,0,1,1,71,1,0,0,2,2,2,2,0,0,2,0,1,64.05,3807,0
1,0,1,0,67,1,2,1,2,2,2,0,2,2,1,0,1,109.9,5686,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,92.3,5328,0
1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,0,0,106.35,3052,1
1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,2881,1
0,0,1,0,23,1,0,0,0,0,0,2,2,0,1,0,0,60.0,634,0
0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,3834,0
1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,4849,0
0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,89.65,2904,0
1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,25.15,2876,0
0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3,6033,1
0,0,1,1,5,1,0,1,0,0,0,0,2,0,0,1,2,80.85,3081,0
0,0,1,0,67,1,2,0,0,2,2,2,2,2,2,0,0,86.15,4828,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5454,1
1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,0,74.8,2794,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5507,1
0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,5251,1
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,43.3,419,1
0,0,1,1,4,1,0,1,0,0,0,0,2,0,0,1,3,78.9,2588,0
0,0,1,0,33,1,2,1,0,0,2,2,0,2,0,1,1,95.0,2604,0
0,0,1,1,58,1,2,2,1,1,1,1,1,1,2,0,1,25.15,923,0
1,0,1,1,25,1,2,2,1,1,1,1,1,1,0,1,0,25.4,4535,0
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2763,1
1,1,1,0,51,1,2,1,2,0,2,0,0,2,1,1,0,93.65,4084,0
1,0,0,0,19,0,1,0,0,0,0,0,0,0,0,1,0,25.15,3960,0
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,4080,1
0,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,1,56.35,690,0
1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,0,3,74.15,698,0
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,6465,1
0,0,0,0,12,1,0,1,0,0,0,0,0,2,0,0,0,78.1,6434,1
1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1297,1
1,1,0,0,31,1,2,1,0,0,2,2,2,0,0,1,0,96.6,2483,0
1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3347,0
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,69.7,4722,0
0,0,1,1,49,1,0,0,2,2,2,2,2,2,1,1,3,87.2,3692,0
1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,51.0,2652,1
1,0,1,1,35,1,2,0,0,0,0,2,2,2,1,1,0,73.45,2317,0
1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,6000,1
1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,21,1
0,0,0,0,31,1,0,1,2,0,2,2,0,0,0,0,2,87.6,2368,0
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,6425,1
1,0,1,1,28,0,1,0,2,0,2,2,2,0,1,0,3,50.8,696,0
1,1,0,0,50,1,2,0,2,2,0,0,2,0,0,1,0,70.35,2989,0
0,1,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,20.05,3562,0
1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,1868,0
1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106.0,3569,0
1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1,6348,0
0,0,1,1,4,1,0,1,0,0,0,0,0,2,0,0,2,80.85,2622,1
0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,86.45,2633,1
0,0,0,0,20,1,2,0,0,2,0,2,0,2,0,1,1,68.9,669,0
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,1946,0
0,0,1,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.25,1226,0
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,5550,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.1,706,0
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,113.15,6011,0
0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2143,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448,1
1,0,1,0,31,1,0,0,2,2,2,2,0,2,1,1,1,75.5,2072,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,5519,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,5445,1
1,0,1,1,67,1,2,0,2,0,2,0,2,2,2,1,2,79.7,4425,1
0,1,1,0,43,1,2,1,2,2,0,0,2,0,0,1,2,94.5,3553,0
1,1,1,0,21,1,0,1,0,0,2,0,2,0,0,0,0,86.55,1421,0
0,0,1,0,61,1,2,1,0,0,2,2,2,2,0,1,2,106.35,5348,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1383,0
1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,956,0
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,3,19.75,6437,0
0,0,0,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.45,4409,0
1,0,0,0,39,1,2,1,0,2,0,0,0,0,1,0,1,81.4,2798,0
0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,1,0,25.3,1269,0
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,1,85.55,6212,1
1,0,0,0,6,1,2,1,0,0,0,2,0,2,0,1,0,87.95,4372,0
0,1,1,0,56,1,2,1,0,0,2,0,2,2,0,1,0,100.65,4698,1
0,0,1,0,23,1,0,0,2,0,2,2,0,2,1,1,0,68.75,1185,0
1,0,1,0,34,1,0,2,1,1,1,1,1,1,2,0,1,20.05,5369,0
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,3441,0
1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,3614,0
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,0,0,19.85,463,0
0,0,0,0,51,1,2,1,0,2,2,2,2,2,1,1,2,111.5,4706,0
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,147,0
0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2181,1
0,0,1,0,61,1,2,1,0,2,0,2,0,2,2,1,0,94.35,4705,0
1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,49.95,134,0
1,0,1,1,72,1,2,0,2,0,0,0,0,0,2,0,0,55.3,3402,0
0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,4809,0
1,0,0,0,6,1,0,1,2,2,0,0,0,0,0,1,2,78.95,4188,0
0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1539,0
1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4099,0
0,0,1,1,47,0,1,0,2,2,2,0,2,2,2,1,1,60.0,2404,0
1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,3459,1
0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,5531,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1310,0
0,0,1,1,61,1,2,1,2,2,2,0,0,2,1,1,1,100.7,4927,0
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,79.35,4750,0
0,0,1,1,35,1,0,0,2,0,0,2,0,0,1,1,0,54.95,1518,0
0,0,1,0,25,1,2,2,1,1,1,1,1,1,1,1,3,26.8,5684,0
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3027,1
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,662,0
1,0,1,0,56,1,2,2,1,1,1,1,1,1,2,1,1,25.15,593,1
1,1,0,0,26,1,2,1,0,0,0,0,2,2,0,1,2,93.6,2048,0
0,0,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,80.45,4738,0
0,0,0,0,37,1,2,0,2,0,0,0,2,0,1,0,0,64.65,1982,0
0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,4199,1
1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,2,73.6,4356,1
1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,4468,1
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,1,19.6,454,0
0,0,1,1,12,0,1,0,0,0,0,2,0,0,1,0,1,30.25,3172,0
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,214,0
1,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,1,81.0,4749,0
1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,4314,1
0,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,3,20.1,1397,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.1,5440,1
1,0,1,1,47,1,2,0,0,2,0,0,0,0,0,0,2,54.25,2192,0
1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,1,20.4,6336,0
1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,78.5,2064,1
0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,4664,1
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,2866,0
1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,4794,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,3824,1
0,1,1,0,71,1,0,1,0,2,2,0,0,2,2,0,1,89.45,5177,0
0,1,1,0,56,1,2,0,2,2,2,2,0,0,1,1,1,68.45,3428,0
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.3,4490,0
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,5634,0
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4087,0
0,1,1,0,42,1,2,1,2,0,2,0,2,2,1,1,0,105.2,3903,0
0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,3,50.95,418,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,1,20.45,866,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,5768,0
1,0,1,1,52,0,1,0,0,2,2,2,2,0,2,0,3,50.2,2212,0
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,2939,1
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,3218,1
0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,220,0
1,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.8,378,0
1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2395,1
0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,6447,0
1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,6228,1
0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,3,70.15,6289,0
1,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,100.2,3591,1
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.4,1673,1
0,0,0,0,59,1,2,0,2,2,2,2,0,2,1,0,1,79.85,4045,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,811,1
0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,290,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,2150,1
1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0,3754,1
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,246,0
1,1,0,0,53,0,1,0,0,2,2,0,2,2,0,1,2,54.45,2465,1
0,0,0,1,4,1,2,2,1,1,1,1,1,1,0,1,3,25.45,6171,0
0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,389,0
0,0,0,0,43,1,0,0,0,2,0,2,0,0,1,0,2,55.45,2096,0
1,1,0,0,8,1,2,1,0,0,2,0,0,0,0,1,2,81.25,4815,1
1,0,1,1,6,1,0,0,2,0,0,0,0,0,0,1,2,49.15,2548,0
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6028,0
0,0,1,1,60,0,1,0,0,2,0,0,2,2,0,1,2,49.75,2665,0
1,0,1,1,0,1,0,2,1,1,1,1,1,1,1,1,3,19.7,0,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.05,3338,0
0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4167,0
0,0,1,0,56,1,0,1,0,0,2,2,2,2,0,1,2,98.7,4684,0
